candle_date_time_kst,opening_price,trade_price,high_price,change_rate,market,candle_date_time_utc,prev_closing_price,candle_acc_trade_volume,change_price,low_price,candle_acc_trade_price,timestamp
2025-02-19T09:00:00,3852.00000000,4088.00000000,4105.00000000,0.0609914352,KRW-XRP,2025-02-19T00:00:00,3853.00000000,194453828.16941367,235.00000000,3764.00000000,758626984981.00241586,1740009599402,
2025-02-18T09:00:00,4009.00000000,3853.00000000,4020.00000000,-0.0386726547,KRW-XRP,2025-02-18T00:00:00,4008.00000000,205126787.74437236,-155.00000000,3736.00000000,795249352453.49617711,1739923198927,
2025-02-17T09:00:00,4132.00000000,4008.00000000,4160.00000000,-0.0297748729,KRW-XRP,2025-02-17T00:00:00,4131.00000000,152663580.64191463,-123.00000000,3946.00000000,617118869396.49397958,1739836799346,
2025-02-16T09:00:00,4174.00000000,4131.00000000,4220.00000000,-0.0098274209,KRW-XRP,2025-02-16T00:00:00,4172.00000000,111485665.55770928,-41.00000000,4070.00000000,463078269246.80752409,1739750399788,
2025-02-15T09:00:00,4118.00000000,4172.00000000,4263.00000000,0.0131131617,KRW-XRP,2025-02-15T00:00:00,4118.00000000,173140901.21749416,54.00000000,4098.00000000,725927439789.72403330,1739663997778,
2025-02-14T09:00:00,3859.00000000,4118.00000000,4239.00000000,0.0673924313,KRW-XRP,2025-02-14T00:00:00,3858.00000000,364099222.50588525,260.00000000,3813.00000000,1473801456865.86009123,1739577599695,
2025-02-13T09:00:00,3737.00000000,3858.00000000,3922.00000000,0.0323789136,KRW-XRP,2025-02-13T00:00:00,3737.00000000,173584832.45236551,121.00000000,3658.00000000,652419875985.79465908,1739491199980,
2025-02-12T09:00:00,3680.00000000,3737.00000000,3768.00000000,0.0152132573,KRW-XRP,2025-02-12T00:00:00,3681.00000000,200345174.46846334,56.00000000,3562.00000000,732234357440.11606132,1739404797845,
2025-02-11T09:00:00,3675.00000000,3681.00000000,3810.00000000,0.0016326531,KRW-XRP,2025-02-11T00:00:00,3675.00000000,176394125.30685114,6.00000000,3626.00000000,658064801104.85326083,1739318399434,
2025-02-10T09:00:00,3661.00000000,3675.00000000,3745.00000000,0.0038240918,KRW-XRP,2025-02-10T00:00:00,3661.00000000,175675430.75870209,14.00000000,3557.00000000,642502740652.70017113,1739231999989,
2025-02-09T09:00:00,3729.00000000,3661.00000000,3848.00000000,-0.0182354519,KRW-XRP,2025-02-09T00:00:00,3729.00000000,208085335.09429390,-68.00000000,3573.00000000,775093769121.40690700,1739145599381,
2025-02-08T09:00:00,3713.00000000,3729.00000000,3759.00000000,0.0037685061,KRW-XRP,2025-02-08T00:00:00,3715.00000000,142728003.36354830,14.00000000,3635.00000000,528709509152.66912609,1739059198573,
2025-02-07T09:00:00,3646.00000000,3715.00000000,3918.00000000,0.0194840834,KRW-XRP,2025-02-07T00:00:00,3644.00000000,444633031.98141344,71.00000000,3497.00000000,1647299390041.21689340,1738972800011,
2025-02-06T09:00:00,3733.00000000,3644.00000000,3832.00000000,-0.0235798499,KRW-XRP,2025-02-06T00:00:00,3732.00000000,311085737.75700758,-88.00000000,3563.00000000,1152392959606.13789567,1738886399765,
2025-02-05T09:00:00,3984.00000000,3732.00000000,4035.00000000,-0.0632530120,KRW-XRP,2025-02-05T00:00:00,3984.00000000,319513109.78114802,-252.00000000,3701.00000000,1239799160902.56681461,1738799999613,
2025-02-04T09:00:00,4218.00000000,3984.00000000,4349.00000000,-0.0554765292,KRW-XRP,2025-02-04T00:00:00,4218.00000000,683566857.53209646,-234.00000000,3856.00000000,2777873089448.50038822,1738713600028,
2025-02-03T09:00:00,4069.00000000,4218.00000000,4349.00000000,0.0368731563,KRW-XRP,2025-02-03T00:00:00,4068.00000000,1952574867.88736132,150.00000000,3133.00000000,7285249705740.78176578,1738627199296,
2025-02-02T09:00:00,4500.00000000,4068.00000000,4600.00000000,-0.096,KRW-XRP,2025-02-02T00:00:00,4500.00000000,575220922.83620716,-432.00000000,3954.00000000,2439662205643.28159125,1738540799981,
2025-02-01T09:00:00,4639.00000000,4500.00000000,4687.00000000,-0.0299633542,KRW-XRP,2025-02-01T00:00:00,4639.00000000,135352322.54638684,-139.00000000,4409.00000000,618152607513.19692426,1738454399964,
2025-01-31T09:00:00,4721.00000000,4639.00000000,4732.00000000,-0.0173692014,KRW-XRP,2025-01-31T00:00:00,4721.00000000,123130115.39562789,-82.00000000,4605.00000000,575664941448.58140168,1738367998824,
2025-01-30T09:00:00,4707.00000000,4721.00000000,4758.00000000,0.0031874203,KRW-XRP,2025-01-30T00:00:00,4706.00000000,113116588.08588692,15.00000000,4683.00000000,534096445762.40781270,1738281599981,
2025-01-29T09:00:00,4710.00000000,4706.00000000,4768.00000000,-0.0008492569,KRW-XRP,2025-01-29T00:00:00,4710.00000000,150051096.37045980,-4.00000000,4612.00000000,705976483812.92828077,1738195198668,
2025-01-28T09:00:00,4634.00000000,4710.00000000,4843.00000000,0.0164005179,KRW-XRP,2025-01-28T00:00:00,4634.00000000,291310227.71151417,76.00000000,4554.00000000,1377853967848.98203098,1738108799625,
2025-01-27T09:00:00,4607.00000000,4634.00000000,4638.00000000,0.0052060738,KRW-XRP,2025-01-27T00:00:00,4610.00000000,490726553.05435361,24.00000000,4197.00000000,2170658778556.79569281,1738022399986,
2025-01-26T09:00:00,4668.00000000,4610.00000000,4704.00000000,-0.0126365389,KRW-XRP,2025-01-26T00:00:00,4669.00000000,79042452.32763882,-59.00000000,4586.00000000,368788101033.69322528,1737935999099,
2025-01-25T09:00:00,4653.00000000,4669.00000000,4708.00000000,0.0034386417,KRW-XRP,2025-01-25T00:00:00,4653.00000000,68089739.51709607,16.00000000,4645.00000000,318554365283.22843630,1737849599950,
2025-01-24T09:00:00,4652.00000000,4653.00000000,4765.00000000,0.0002149613,KRW-XRP,2025-01-24T00:00:00,4652.00000000,199872038.01228294,1.00000000,4570.00000000,934936305143.90650518,1737763199830,
2025-01-23T09:00:00,4747.00000000,4652.00000000,4752.00000000,-0.0204253527,KRW-XRP,2025-01-23T00:00:00,4749.00000000,211442106.38979518,-97.00000000,4562.00000000,985885770854.96665616,1737676799683,
2025-01-22T09:00:00,4709.00000000,4749.00000000,4850.00000000,0.0089228808,KRW-XRP,2025-01-22T00:00:00,4707.00000000,220103414.13548868,42.00000000,4693.00000000,1046808983412.59766609,1737590399912,
2025-01-21T09:00:00,4656.00000000,4707.00000000,4797.00000000,0.0109536082,KRW-XRP,2025-01-21T00:00:00,4656.00000000,321665579.19192497,51.00000000,4551.00000000,1501774799482.71295109,1737503999484,
2025-01-20T09:00:00,4512.00000000,4656.00000000,4984.00000000,0.0323725055,KRW-XRP,2025-01-20T00:00:00,4510.00000000,777588794.12701264,146.00000000,4433.00000000,3712444115506.47812517,1737417599246,
2025-01-19T09:00:00,4865.00000000,4510.00000000,4885.00000000,-0.0729701953,KRW-XRP,2025-01-19T00:00:00,4865.00000000,446184003.57655293,-355.00000000,4319.00000000,2090249436450.05143973,1737331199876,
2025-01-18T09:00:00,4822.00000000,4865.00000000,4890.00000000,0.0093360996,KRW-XRP,2025-01-18T00:00:00,4820.00000000,386724787.92165304,45.00000000,4578.00000000,1831978564610.73022067,1737244799897,
2025-01-17T09:00:00,4756.00000000,4820.00000000,4935.00000000,0.0130306852,KRW-XRP,2025-01-17T00:00:00,4758.00000000,405691869.31202511,62.00000000,4700.00000000,1957550769643.03271679,1737158399549,
2025-01-16T09:00:00,4620.00000000,4758.00000000,4973.00000000,0.0305393112,KRW-XRP,2025-01-16T00:00:00,4617.00000000,1054367355.07018919,141.00000000,4292.00000000,4938368109769.20469076,1737071999977,
2025-01-15T09:00:00,3960.00000000,4617.00000000,4690.00000000,0.1656147438,KRW-XRP,2025-01-15T00:00:00,3961.00000000,967744296.24041223,656.00000000,3932.00000000,4124511037252.92856239,1736985600033,
2025-01-14T09:00:00,3794.00000000,3961.00000000,4000.00000000,0.0440168687,KRW-XRP,2025-01-14T00:00:00,3794.00000000,335917578.54664965,167.00000000,3759.00000000,1300087321889.87972617,1736899199960,
2025-01-13T09:00:00,3765.00000000,3794.00000000,3845.00000000,0.0079702444,KRW-XRP,2025-01-13T00:00:00,3764.00000000,433169098.37835783,30.00000000,3550.00000000,1607625529499.66901452,1736812799981,
2025-01-12T09:00:00,3852.00000000,3764.00000000,3866.00000000,-0.0228452752,KRW-XRP,2025-01-12T00:00:00,3852.00000000,217869193.35242154,-88.00000000,3715.00000000,824417747540.22974222,1736726399370,
2025-01-11T09:00:00,3525.00000000,3852.00000000,3894.00000000,0.0924560408,KRW-XRP,2025-01-11T00:00:00,3526.00000000,339429418.82331019,326.00000000,3509.00000000,1252281278203.56466482,1736640000012,
2025-01-10T09:00:00,3431.00000000,3526.00000000,3558.00000000,0.0279883382,KRW-XRP,2025-01-10T00:00:00,3430.00000000,172452210.13565228,96.00000000,3401.00000000,599152643937.34845975,1736553598162,
2025-01-09T09:00:00,3552.00000000,3430.00000000,3578.00000000,-0.0346186321,KRW-XRP,2025-01-09T00:00:00,3553.00000000,216055663.00733889,-123.00000000,3390.00000000,751035675382.96489197,1736467199744,
2025-01-08T09:00:00,3393.00000000,3553.00000000,3584.00000000,0.0471559092,KRW-XRP,2025-01-08T00:00:00,3393.00000000,342490264.62419416,160.00000000,3350.00000000,1186758521494.91753617,1736380799756,
2025-01-07T09:00:00,3552.00000000,3393.00000000,3606.00000000,-0.0450323670,KRW-XRP,2025-01-07T00:00:00,3553.00000000,260710368.86782404,-160.00000000,3375.00000000,909901211215.11493369,1736294399825,
2025-01-06T09:00:00,3530.00000000,3553.00000000,3596.00000000,0.0068007934,KRW-XRP,2025-01-06T00:00:00,3529.00000000,167551364.10110381,24.00000000,3490.00000000,594019327327.22812302,1736208000010,
2025-01-05T09:00:00,3570.00000000,3529.00000000,3586.00000000,-0.0114845938,KRW-XRP,2025-01-05T00:00:00,3570.00000000,215105671.80628198,-41.00000000,3431.00000000,754332737724.32220630,1736121600033,
2025-01-04T09:00:00,3618.00000000,3570.00000000,3688.00000000,-0.0135396518,KRW-XRP,2025-01-04T00:00:00,3619.00000000,209852861.06851291,-49.00000000,3556.00000000,758615958202.36212270,1736035200026,
2025-01-03T09:00:00,3562.00000000,3619.00000000,3654.00000000,0.0162875597,KRW-XRP,2025-01-03T00:00:00,3561.00000000,243421846.53586748,58.00000000,3540.00000000,876943039397.35291643,1735948800003,
2025-01-02T09:00:00,3479.00000000,3561.00000000,3665.00000000,0.0235699914,KRW-XRP,2025-01-02T00:00:00,3479.00000000,385130444.85111994,82.00000000,3460.00000000,1371787556695.16793804,1735862400001,
2025-01-01T09:00:00,3104.00000000,3479.00000000,3505.00000000,0.1204508857,KRW-XRP,2025-01-01T00:00:00,3105.00000000,390936574.52932233,374.00000000,3098.00000000,1290792188128.93822577,1735775999955,
2024-12-31T09:00:00,3057.00000000,3105.00000000,3228.00000000,0.0157016683,KRW-XRP,2024-12-31T00:00:00,3057.00000000,302845112.67699271,48.00000000,2973.00000000,936759343964.80867041,1735689598722,
2024-12-30T09:00:00,3124.00000000,3057.00000000,3192.00000000,-0.0214468630,KRW-XRP,2024-12-30T00:00:00,3124.00000000,331583953.32656770,-67.00000000,2967.00000000,1015624310317.77500112,1735603200044,
2024-12-29T09:00:00,3260.00000000,3124.00000000,3280.00000000,-0.0417177914,KRW-XRP,2024-12-29T00:00:00,3260.00000000,162085990.04411876,-136.00000000,3082.00000000,517972453490.21679261,1735516799561,
2024-12-28T09:00:00,3232.00000000,3260.00000000,3295.00000000,0.0083513764,KRW-XRP,2024-12-28T00:00:00,3233.00000000,111049047.73589894,27.00000000,3207.00000000,361180963026.42498779,1735430399709,
2024-12-27T09:00:00,3243.00000000,3233.00000000,3353.00000000,-0.0027760642,KRW-XRP,2024-12-27T00:00:00,3242.00000000,251667613.29252372,-9.00000000,3190.00000000,821821700212.92219924,1735344000010,
2024-12-26T09:00:00,3423.00000000,3242.00000000,3448.00000000,-0.0528775928,KRW-XRP,2024-12-26T00:00:00,3423.00000000,268685262.97628774,-181.00000000,3215.00000000,889829762321.29940557,1735257600038,
2024-12-25T09:00:00,3453.00000000,3423.00000000,3487.00000000,-0.0089751013,KRW-XRP,2024-12-25T00:00:00,3454.00000000,257587748.31131785,-31.00000000,3391.00000000,883205057312.93592215,1735171199703,
2024-12-24T09:00:00,3400.00000000,3454.00000000,3499.00000000,0.0155836519,KRW-XRP,2024-12-24T00:00:00,3401.00000000,264936354.24500690,53.00000000,3338.00000000,908068477962.13821758,1735084799858,
2024-12-23T09:00:00,3349.00000000,3401.00000000,3430.00000000,0.0161338512,KRW-XRP,2024-12-23T00:00:00,3347.00000000,364009920.14832067,54.00000000,3241.00000000,1208808192061.33315677,1734998399530,
2024-12-22T09:00:00,3399.00000000,3347.00000000,3464.00000000,-0.0155882353,KRW-XRP,2024-12-22T00:00:00,3400.00000000,298811429.98905962,-53.00000000,3310.00000000,1011323473276.94715485,1734911998271,
2024-12-21T09:00:00,3452.00000000,3400.00000000,3575.00000000,-0.0150637312,KRW-XRP,2024-12-21T00:00:00,3452.00000000,460875825.94792777,-52.00000000,3312.00000000,1588622223054.18076093,1734825599136,
2024-12-20T09:00:00,3382.00000000,3452.00000000,3531.00000000,0.0206978119,KRW-XRP,2024-12-20T00:00:00,3382.00000000,1177434689.24155290,70.00000000,2990.00000000,3863114735114.37810813,1734739199738,
2024-12-19T09:00:00,3409.00000000,3382.00000000,3628.00000000,-0.0079202112,KRW-XRP,2024-12-19T00:00:00,3409.00000000,867077256.79572730,-27.00000000,3245.00000000,2988019968256.73274766,1734652799980,
2024-12-18T09:00:00,3756.00000000,3409.00000000,3798.00000000,-0.0923855165,KRW-XRP,2024-12-18T00:00:00,3756.00000000,727181596.95854150,-347.00000000,3350.00000000,2632416535742.43813778,1734566400015,
2024-12-17T09:00:00,3593.00000000,3756.00000000,3945.00000000,0.0456570156,KRW-XRP,2024-12-17T00:00:00,3592.00000000,873772074.36975149,164.00000000,3535.00000000,3293206068942.99970629,1734479999163,
2024-12-16T09:00:00,3494.00000000,3592.00000000,3711.00000000,0.0283423991,KRW-XRP,2024-12-16T00:00:00,3493.00000000,531768350.68388839,99.00000000,3402.00000000,1882917337478.03280842,1734393599980,
2024-12-15T09:00:00,3449.00000000,3493.00000000,3525.00000000,0.0121703854,KRW-XRP,2024-12-15T00:00:00,3451.00000000,250214806.56703008,42.00000000,3418.00000000,868412563562.65551515,1734307199864,
2024-12-14T09:00:00,3450.00000000,3451.00000000,3598.00000000,0.0005798782,KRW-XRP,2024-12-14T00:00:00,3449.00000000,441456922.33767695,2.00000000,3370.00000000,1539839100597.84374006,1734220799920,
2024-12-13T09:00:00,3339.00000000,3449.00000000,3513.00000000,0.0329439952,KRW-XRP,2024-12-13T00:00:00,3339.00000000,405136543.48238434,110.00000000,3279.00000000,1380182040859.69710631,1734134399981,
2024-12-12T09:00:00,3389.00000000,3339.00000000,3514.00000000,-0.0150442478,KRW-XRP,2024-12-12T00:00:00,3390.00000000,475886130.65412278,-51.00000000,3306.00000000,1628245308211.98516575,1734047999735,
2024-12-11T09:00:00,3393.00000000,3390.00000000,3500.00000000,-0.0008841733,KRW-XRP,2024-12-11T00:00:00,3393.00000000,714060790.87094522,-3.00000000,3176.00000000,2391602659953.93657668,1733961600028,
2024-12-10T09:00:00,3164.00000000,3393.00000000,3445.00000000,0.0727157762,KRW-XRP,2024-12-10T00:00:00,3163.00000000,1525440650.47106668,230.00000000,2772.00000000,4756167535298.25057728,1733875199278,
2024-12-09T09:00:00,3628.00000000,3163.00000000,3643.00000000,-0.1279294183,KRW-XRP,2024-12-09T00:00:00,3627.00000000,1056248055.42553566,-464.00000000,2935.00000000,3519758083047.81591124,1733788800032,
2024-12-08T09:00:00,3632.00000000,3627.00000000,3690.00000000,-0.0013766520,KRW-XRP,2024-12-08T00:00:00,3632.00000000,479351473.62637600,-5.00000000,3492.00000000,1721285034994.75644937,1733702399774,
2024-12-07T09:00:00,3384.00000000,3632.00000000,3643.00000000,0.0736033107,KRW-XRP,2024-12-07T00:00:00,3383.00000000,620231241.30176679,249.00000000,3305.00000000,2139580580050.94705793,1733616000018,
2024-12-06T09:00:00,3189.00000000,3383.00000000,3415.00000000,0.0614998431,KRW-XRP,2024-12-06T00:00:00,3187.00000000,688036228.19377451,196.00000000,3150.00000000,2248064602098.65428118,1733529599629,
2024-12-05T09:00:00,3325.00000000,3187.00000000,3504.00000000,-0.0409268733,KRW-XRP,2024-12-05T00:00:00,3323.00000000,1165025117.59531373,-136.00000000,3021.00000000,3810433864709.68441786,1733443200011,
2024-12-04T09:00:00,3510.00000000,3323.00000000,3752.00000000,-0.0532763533,KRW-XRP,2024-12-04T00:00:00,3510.00000000,1084662041.32298905,-187.00000000,3200.00000000,3811424679911.35909860,1733356799942,
2024-12-03T09:00:00,3803.00000000,3510.00000000,4025.00000000,-0.0770444386,KRW-XRP,2024-12-03T00:00:00,3803.00000000,3098118228.87151016,-293.00000000,1623.00000000,10811436485608.70563969,1733270400012,
2024-12-02T09:00:00,3162.00000000,3803.00000000,3957.00000000,0.2023395511,KRW-XRP,2024-12-02T00:00:00,3163.00000000,2491176963.80265257,640.00000000,3093.00000000,8665742319306.84121502,1733184000014,
2024-12-01T09:00:00,2703.00000000,3163.00000000,3230.00000000,0.1697485207,KRW-XRP,2024-12-01T00:00:00,2704.00000000,1151059335.42823975,459.00000000,2580.00000000,3227346553589.69185951,1733097600027,
2024-11-30T09:00:00,2488.00000000,2704.00000000,2707.00000000,0.0868167203,KRW-XRP,2024-11-30T00:00:00,2488.00000000,1256599272.77832725,216.00000000,2443.00000000,3251788093758.35230131,1733011200027,
2024-11-29T09:00:00,2148.00000000,2488.00000000,2498.00000000,0.1588262692,KRW-XRP,2024-11-29T00:00:00,2147.00000000,1278883890.20508138,341.00000000,2123.00000000,2957077315693.65239791,1732924799946,
2024-11-28T09:00:00,2040.00000000,2147.00000000,2152.00000000,0.0524509804,KRW-XRP,2024-11-28T00:00:00,2040.00000000,432346615.60168942,107.00000000,2000.00000000,890558808336.59622688,1732838399886,
2024-11-27T09:00:00,1955.00000000,2040.00000000,2096.00000000,0.0429447853,KRW-XRP,2024-11-27T00:00:00,1956.00000000,644933395.86869140,84.00000000,1895.00000000,1287150563646.02488778,1732751999926,
2024-11-26T09:00:00,1974.00000000,1956.00000000,2027.00000000,-0.0096202532,KRW-XRP,2024-11-26T00:00:00,1975.00000000,784219248.38869295,-19.00000000,1803.00000000,1505809896244.45559947,1732665599372,
2024-11-25T09:00:00,1991.00000000,1975.00000000,2119.00000000,-0.0080361627,KRW-XRP,2024-11-25T00:00:00,1991.00000000,949172377.54093995,-16.00000000,1865.00000000,1905321267837.57457233,1732579199848,
2024-11-24T09:00:00,2046.00000000,1991.00000000,2098.00000000,-0.0268817204,KRW-XRP,2024-11-24T00:00:00,2046.00000000,1237026496.14832873,-55.00000000,1760.00000000,2399554035735.57180503,1732492799852,
2024-11-23T09:00:00,2039.00000000,2046.00000000,2256.00000000,0.0039254171,KRW-XRP,2024-11-23T00:00:00,2038.00000000,1414361428.84985583,8.00000000,1979.00000000,3010613649222.78293703,1732406400011,
2024-11-22T09:00:00,1741.00000000,2038.00000000,2088.00000000,0.1705916140,KRW-XRP,2024-11-22T00:00:00,1741.00000000,2624310678.22312372,297.00000000,1741.00000000,5118485981545.81364248,1732320000024,
2024-11-21T09:00:00,1562.00000000,1741.00000000,1764.00000000,0.1145966709,KRW-XRP,2024-11-21T00:00:00,1562.00000000,1008822892.81272407,179.00000000,1532.00000000,1633525806318.92497325,1732233600040,
2024-11-20T09:00:00,1548.00000000,1562.00000000,1613.00000000,0.0090439276,KRW-XRP,2024-11-20T00:00:00,1548.00000000,675603874.56479003,14.00000000,1484.00000000,1050896819128.13320139,1732147199742,
2024-11-19T09:00:00,1565.00000000,1548.00000000,1613.00000000,-0.0114942529,KRW-XRP,2024-11-19T00:00:00,1566.00000000,588761973.25633564,-18.00000000,1507.00000000,913100137611.42044841,1732060799515,
2024-11-18T09:00:00,1485.00000000,1566.00000000,1661.00000000,0.0545454545,KRW-XRP,2024-11-18T00:00:00,1485.00000000,1197946726.09270255,81.00000000,1484.00000000,1902573550069.40555078,1731974399727,
2024-11-17T09:00:00,1572.00000000,1485.00000000,1640.00000000,-0.0559440559,KRW-XRP,2024-11-17T00:00:00,1573.00000000,1476845050.12055739,-88.00000000,1413.00000000,2234727967620.26766119,1731887999991,
2024-11-16T09:00:00,1259.00000000,1573.00000000,1759.00000000,0.2494042891,KRW-XRP,2024-11-16T00:00:00,1259.00000000,3339756665.68238505,314.00000000,1237.00000000,5024134805965.74614076,1731801599772,
2024-11-15T09:00:00,1095.00000000,1259.00000000,1299.00000000,0.1497716895,KRW-XRP,2024-11-15T00:00:00,1095.00000000,1745039822.37628101,164.00000000,1090.00000000,2098368225601.06084051,1731715199963,
2024-11-14T09:00:00,977.50000000,1095.00000000,1197.00000000,0.1196319018,KRW-XRP,2024-11-14T00:00:00,978.00000000,1552820511.47527012,117.00000000,968.50000000,1658155006892.50739852,1731628799175,
2024-11-13T09:00:00,1002.00000000,978.00000000,1064.00000000,-0.0239520958,KRW-XRP,2024-11-13T00:00:00,1002.00000000,1289250059.17686000,-24.00000000,916.00000000,1269421738249.62847331,1731542399527,
2024-11-12T09:00:00,869.00000000,1002.00000000,1049.00000000,0.1530494822,KRW-XRP,2024-11-12T00:00:00,869.00000000,2311371894.78936072,133.00000000,830.00000000,2178050520354.96883006,1731455999979,
2024-11-11T09:00:00,814.30000000,869.00000000,877.70000000,0.0659960746,KRW-XRP,2024-11-11T00:00:00,815.20000000,648229610.08375554,53.80000000,793.00000000,539444094090.65575873,1731369599960,
2024-11-10T09:00:00,774.40000000,815.20000000,855.50000000,0.0525500323,KRW-XRP,2024-11-10T00:00:00,774.50000000,757388134.64859401,40.70000000,770.60000000,618603018713.96747274,1731283199833,
2024-11-09T09:00:00,772.00000000,774.50000000,777.30000000,0.0032383420,KRW-XRP,2024-11-09T00:00:00,772.00000000,159251710.78025040,2.50000000,760.20000000,122304551393.35588705,1731196799403,
2024-11-08T09:00:00,763.20000000,772.00000000,773.90000000,0.0115303983,KRW-XRP,2024-11-08T00:00:00,763.20000000,195998783.52335152,8.80000000,754.60000000,149736713892.38920306,1731110398794,
2024-11-07T09:00:00,746.40000000,763.20000000,798.70000000,0.0223710650,KRW-XRP,2024-11-07T00:00:00,746.50000000,374352214.87124252,16.70000000,738.20000000,286936746972.85632013,1731023999989,
2024-11-06T09:00:00,713.00000000,746.50000000,750.00000000,0.0469845722,KRW-XRP,2024-11-06T00:00:00,713.00000000,381590213.84719458,33.50000000,711.70000000,280552272756.71486834,1730937599229,
2024-11-05T09:00:00,700.10000000,713.00000000,724.30000000,0.0185714286,KRW-XRP,2024-11-05T00:00:00,700.00000000,130991525.63634746,13.00000000,698.60000000,93101255142.16819321,1730851196308,
2024-11-04T09:00:00,701.50000000,700.00000000,714.40000000,-0.0025648333,KRW-XRP,2024-11-04T00:00:00,701.80000000,112361383.35136857,-1.80000000,690.90000000,79202553283.15460126,1730764797756,
2024-11-03T09:00:00,715.10000000,701.80000000,716.10000000,-0.0187360179,KRW-XRP,2024-11-03T00:00:00,715.20000000,154363338.22172988,-13.40000000,686.10000000,107973887408.05594283,1730678399478,
2024-11-02T09:00:00,718.10000000,715.20000000,723.00000000,-0.0038997214,KRW-XRP,2024-11-02T00:00:00,718.00000000,55003949.59011768,-2.80000000,710.90000000,39445922000.83648806,1730591994964,
2024-11-01T09:00:00,711.60000000,718.00000000,729.40000000,0.0089938168,KRW-XRP,2024-11-01T00:00:00,711.60000000,164312949.14015039,6.40000000,700.00000000,118067918803.21682702,1730505600037,
2024-10-31T09:00:00,727.30000000,711.60000000,727.90000000,-0.0213175629,KRW-XRP,2024-10-31T00:00:00,727.10000000,115620449.53171737,-15.50000000,705.10000000,82948124594.30732167,1730419198635,
2024-10-30T09:00:00,735.70000000,727.10000000,735.80000000,-0.0115551930,KRW-XRP,2024-10-30T00:00:00,735.60000000,89981435.25913036,-8.50000000,721.10000000,65518090362.46884902,1730332799433,
2024-10-29T09:00:00,723.40000000,735.60000000,737.00000000,0.0170053920,KRW-XRP,2024-10-29T00:00:00,723.30000000,134725454.82811486,12.30000000,722.00000000,98427271737.00045395,1730246396945,
2024-10-28T09:00:00,720.50000000,723.30000000,726.00000000,0.0040255414,KRW-XRP,2024-10-28T00:00:00,720.40000000,89157535.67497120,2.90000000,715.20000000,64250611744.31321565,1730159999555,
2024-10-27T09:00:00,718.60000000,720.40000000,723.00000000,0.0025048706,KRW-XRP,2024-10-27T00:00:00,718.60000000,43320514.19932176,1.80000000,715.10000000,31177379624.76809249,1730073597859,
2024-10-26T09:00:00,706.90000000,718.60000000,722.00000000,0.0165511388,KRW-XRP,2024-10-26T00:00:00,706.90000000,68580570.72525500,11.70000000,701.90000000,49021255975.32286961,1729987200018,
2024-10-25T09:00:00,733.70000000,706.90000000,733.80000000,-0.0365271909,KRW-XRP,2024-10-25T00:00:00,733.70000000,125274990.98330905,-26.80000000,693.00000000,89991674196.63252174,1729900799739,
2024-10-24T09:00:00,728.10000000,733.70000000,736.00000000,0.0076912512,KRW-XRP,2024-10-24T00:00:00,728.10000000,72875137.17503088,5.60000000,725.10000000,53318491976.02760719,1729814398219,
2024-10-23T09:00:00,735.20000000,728.10000000,736.30000000,-0.0096572361,KRW-XRP,2024-10-23T00:00:00,735.20000000,93612769.50152238,-7.10000000,713.00000000,68091637763.73283986,1729727997240,
2024-10-22T09:00:00,747.20000000,735.20000000,754.50000000,-0.0146093017,KRW-XRP,2024-10-22T00:00:00,746.10000000,122186717.21447313,-10.90000000,730.10000000,90360035114.71677116,1729641598479,
2024-10-21T09:00:00,745.20000000,746.10000000,766.60000000,0.0012077295,KRW-XRP,2024-10-21T00:00:00,745.20000000,177090895.87573810,0.90000000,740.60000000,133103743299.92042304,1729555198891,
2024-10-20T09:00:00,743.00000000,745.20000000,746.00000000,0.0028259992,KRW-XRP,2024-10-20T00:00:00,743.10000000,76140070.38525115,2.10000000,735.10000000,56373208302.94648892,1729468799987,
2024-10-19T09:00:00,745.00000000,743.10000000,748.30000000,-0.0025503356,KRW-XRP,2024-10-19T00:00:00,745.00000000,75689384.78755719,-1.90000000,738.30000000,56329554395.08071246,1729382392026,
2024-10-18T09:00:00,740.40000000,745.00000000,753.50000000,0.0064847339,KRW-XRP,2024-10-18T00:00:00,740.20000000,134459123.16994845,4.80000000,734.50000000,99944000694.43061842,1729295999255,
2024-10-17T09:00:00,742.20000000,740.20000000,769.30000000,-0.0032318880,KRW-XRP,2024-10-17T00:00:00,742.60000000,202870362.32619249,-2.40000000,739.20000000,152973272638.26857563,1729209599508,
2024-10-16T09:00:00,732.00000000,742.60000000,749.30000000,0.0144808743,KRW-XRP,2024-10-16T00:00:00,732.00000000,127827834.50303690,10.60000000,729.00000000,94397367631.28798495,1729123199417,
2024-10-15T09:00:00,735.00000000,732.00000000,745.80000000,-0.0040816327,KRW-XRP,2024-10-15T00:00:00,735.00000000,171135902.03127637,-3.00000000,723.10000000,125669959489.37356648,1729036799876,
2024-10-14T09:00:00,718.20000000,735.00000000,740.00000000,0.0233918129,KRW-XRP,2024-10-14T00:00:00,718.20000000,133612207.28061526,16.80000000,712.60000000,97161505594.47235398,1728950398336,
2024-10-13T09:00:00,726.20000000,718.20000000,726.50000000,-0.0110162490,KRW-XRP,2024-10-13T00:00:00,726.20000000,70329174.47869504,-8.00000000,711.20000000,50624474162.68010268,1728863999011,
2024-10-12T09:00:00,727.30000000,726.20000000,730.00000000,-0.0015124433,KRW-XRP,2024-10-12T00:00:00,727.30000000,65555700.81998801,-1.10000000,722.60000000,47648662200.89771603,1728777597505,
